time,from_id,source_type,source_community,to_id,target_type,target_community,text,event_type,monitoring_subtype,event_findings,event_id
2040-10-02 10:02:00,EcoVigil,Vessel,4,Horizon,Vessel,4,"Horizon, this is EcoVigil. Green Guardians has tasked us to establish a monitoring station with you at Nemo Reef's eastern boundary. Can we coordinate equipment and schedules for the week-long operation? Standing by for your response.",Communication,,,Event_Communication_109
2040-10-02 10:04:00,Horizon,Vessel,4,EcoVigil,Vessel,4,"EcoVigil, Horizon here. Affirmative on joint monitoring station. I can provide sonar equipment and water quality sensors. Suggest setup tomorrow at 0800 at coordinates 27.45N, 82.32W. Can accommodate two of your technicians onboard. What equipment are you bringing?",Communication,,,Event_Communication_110
2040-10-02 10:06:00,EcoVigil,Vessel,4,Horizon,Vessel,4,"Horizon, EcoVigil here. We'll meet you tomorrow at 0800 at the coordinates. Bringing underwater cameras, GPS tracking buoys, and two marine biologists. Do you have recent activity logs from the area we should review before deployment?",Communication,,,Event_Communication_111
2040-10-02 10:09:00,Horizon,Vessel,4,EcoVigil,Vessel,4,"EcoVigil, Horizon here. Yes, I have activity logs from the past 72 hours showing increased vessel traffic. Will prepare data visualization of hotspots. Also bringing underwater drones for reef inspection. How long will your team need for setup?",Communication,,,Event_Communication_112
2040-10-02 10:21:00,Samantha Blake,Person,2,Sailor Shifts Team,Organization,2,"Hello Sailor Shifts Team, Samantha Blake here. I've been researching alternative locations with similar aesthetics to Nemo Reef. Could you provide your secondary location preferences before my meeting with the City Council tomorrow?",Communication,,,Event_Communication_113
2040-10-02 11:01:00,Davis,Person,2,Mako,Vessel,2,"Mako, Davis here. Thanks for the site assessment. The Coral Point exposure is concerning, and those Dolphin Bay currents could damage our equipment. Let's discuss alternative locations when you return to Himark. Rodriguez will help with logistics.",Communication,,,Event_Communication_115
2040-10-02 11:04:00,Mako,Vessel,2,Sailor Shifts Team,Organization,2,Mako to Sailor Shifts Team. Vessel remains docked at Himark Harbor slip #14 as scheduled. Davis and your team departed at 0600 for city paperwork filing. Routine maintenance underway until your return. Any change to afternoon schedule?,Communication,,,Event_Communication_117
2040-10-02 11:45:00,Himark Harbor,Location,4,Oceanus City Council,Organization,4,Himark Harbor to Oceanus City Council. Update: Sailors Team members have gone to City Hall for event permits. Minimal harbor activity today with Mako and Remora remaining docked. Serenity has requested premium berthing for tonight. Anything you need from us?,Communication,,,Event_Communication_118
2040-10-02 11:48:00,Oceanus City Council,Organization,4,Himark Harbor,Location,4,"Himark Harbor, this is Oceanus City Council. Thank you for your update. Please inform Sailors Team that their permit applications are being processed. We've approved Serenity's premium berthing request for tonight. No additional actions required at this time.",Communication,,,Event_Communication_119
2040-10-02 11:50:00,Mrs. Money,Person,1,Boss,Person,1,"Boss, it's Mrs. Money. I'm meeting The Middleman at 7PM tonight to discuss the Nemo Reef loophole. I've prepared financial projections and identified discreet funding sources. The Intern is compiling conservation reports focusing on protection boundaries.",Communication,,,Event_Communication_120
2040-10-02 12:07:00,Marlin,Vessel,4,Mako,Vessel,2,"Mako, this is Marlin. Have you seen these new commercial licensing costs? Between that and mandatory equipment upgrades, I'm barely staying afloat. My family's fished these waters for generations. How are you managing?",Communication,,,Event_Communication_121
2040-10-02 12:09:00,Mako,Vessel,2,Marlin,Vessel,4,"Marlin, Mako here. The new licensing costs are brutal. I'm managing by diversifying - tourism charters keep us afloat. Currently docked at Himark for maintenance while Davis and the Sailors team handle paperwork downtown. Maybe worth exploring similar arrangements?",Communication,,,Event_Communication_123
2040-10-02 12:10:00,Marlin,Vessel,4,Remora,Vessel,2,"Remora, this is Marlin. These new commercial licensing fees are crippling us small operators. I hear Mako's doing tourist charters to stay afloat. Have you found any workarounds for the mandatory equipment upgrades? My sonar replacement alone is three months' profit.",Communication,,,Event_Communication_124
2040-10-02 12:13:00,Miranda Jordan,Person,3,Clepper Jensen,Person,3,"Mr. Jensen, this is Miranda. I've been observing unusual activity at Nemo Reef. Multiple vessels circling the protected area and someone was filing permits at city hall. Should I continue surveillance or return with my findings?",Communication,,,Event_Communication_126
2040-10-02 12:14:00,Clepper Jensen,Person,3,Miranda Jordan,Person,3,"Miranda, this is Clepper. Stay on surveillance at Nemo Reef. Document all vessel activities and get photos if possible. Also, find out who's filing those permits and what they're requesting specifically. This could be our next big story.",Communication,,,Event_Communication_128
2040-10-02 12:16:00,Miranda Jordan,Person,3,Clepper Jensen,Person,3,"Mr. Jensen, Miranda reporting in. I've identified three vessels repeatedly circling Nemo Reef - two commercial and one private yacht. The permit application was filed by someone named Rodriguez from 'Sailor Shifts Team' requesting access for 'environmental sampling.' Continuing surveillance as instructed.",Communication,,,Event_Communication_130
2040-10-02 12:17:00,Clepper Jensen,Person,3,Miranda Jordan,Person,3,"Miranda, Clepper here. Great work identifying those vessels. I need you to dig deeper on this Rodriguez character and the 'Sailor Shifts Team.' Get photos of their activities and any documentation of their sampling methods. This environmental angle seems suspicious.",Communication,,,Event_Communication_131
2040-10-02 12:21:00,Clepper Jensen,Person,3,Miranda Jordan,Person,3,"Miranda, Clepper here. Follow the money trail on Rodriguez. Check if 'environmental sampling' permits have been filed before by this group. Get closer images of their equipment and try to identify what specific minerals they might be prospecting for. This could be major environmental exploitation.",Communication,,,Event_Communication_132
2040-10-02 12:22:00,Miranda Jordan,Person,3,Clepper Jensen,Person,3,"Mr. Jensen, Miranda reporting. I've accessed public records on Rodriguez - he's connected to a mining consortium with previous violations in protected areas. Their equipment appears designed for core sampling, not environmental research. I've documented everything and am continuing surveillance.",Communication,,,Event_Communication_134
2040-10-02 12:23:00,Clepper Jensen,Person,3,Miranda Jordan,Person,3,"Miranda, Clepper here. Get closer to their sampling operation - I need to know exactly what they're extracting. Also, check if Rodriguez has political connections shielding these activities. This story could expose major environmental crimes.",Communication,,,Event_Communication_135
2040-10-02 12:27:00,Osprey,Vessel,2,Mako,Vessel,2,"Mako, Osprey here again. Just checking if you received my earlier message about charter availability for tomorrow? Group of six tourists wanting a half-day bay tour. Haacklee has options but I'd prefer working with your crew if possible.",Communication,,,Event_Communication_136
2040-10-02 12:46:00,Mako,Vessel,2,Osprey,Vessel,2,"Osprey, this is Mako. Received your charter request. Available tomorrow for your group of six. We'll be at Himark Harbor slip #14 by 0800. Half-day bay tour works perfectly. Confirm time and special requests?",Communication,,,Event_Communication_139
2040-10-02 12:48:00,Osprey,Vessel,2,Mako,Vessel,2,"Mako, Osprey here. Perfect, 0800 at Himark Harbor works for my tourists. Any scenic spots you'd recommend for the bay tour? Will have them bring their own refreshments. Confirming half-day tour ending around 1300.",Communication,,,Event_Communication_141
2040-10-02 12:50:00,Mako,Vessel,2,Rodriguez,Person,2,"Rodriguez, Mako here. Currently docked at Himark Harbor slip #14. Davis mentioned you'd help with logistics for alternative locations. Vessel's undergoing maintenance while the Sailors team is at city offices filing paperwork. When can you come by?",Communication,,,Event_Communication_142
2040-10-02 12:53:00,Small Fry,Person,2,Mako,Vessel,2,"Mako, this is Small Fry. I can be at slip #14 in about 30 minutes. I've got some location alternatives mapped out for review while the Glitters Team handles the paperwork downtown. Need anything specific before I arrive?",Communication,,,Event_Communication_143
2040-10-02 12:56:00,Mako,Vessel,2,Himark Harbor,Location,4,"Himark Harbor, this is Mako. Confirming extended docking at slip #14 today. Davis and Sailors team departed at 0600 for city paperwork filing. Expect maintenance crew arrival soon. Any harbor notices we should be aware of while stationary?",Communication,,,Event_Communication_145
2040-10-02 12:57:00,Himark Harbor,Location,4,Serenity,Vessel,4,Himark Harbor to Serenity. Confirming your premium berthing request has been approved by Oceanus City Council for tonight. Your designated slip is #32 with shore power available. Harbor services will be on standby upon your arrival.,Communication,,,Event_Communication_147
2040-10-02 12:58:00,Paackland Harbor,Location,4,Liam Thorne,Person,4,"Liam Thorne, this is Paackland Harbor. Could you provide a detailed report of all tourism vessels that approached or entered Nemo Reef's vicinity yesterday? We're compiling data for conservation monitoring following recent boundary approaches. Appreciate your prompt response.",Communication,,,Event_Communication_149
2040-10-02 13:00:00,The Middleman,Person,1,Paackland Harbor,Location,4,"Paackland Harbor, this is The Middleman. I'll send that vessel report by end of day. Currently working on implementing additional conservation signage as well. Any specific vessels of concern I should focus on?",Communication,,,Event_Communication_150
2040-10-02 13:02:00,Paackland Harbor,Location,4,Sentinel,Vessel,4,"Sentinel, Paackland Harbor here. Please conduct additional monitoring sweeps around Nemo Reef's boundary markers. We've received reports of tourism vessels approaching restricted zones. Document any boundary violations and report back with findings.",Communication,,,Event_Communication_152
2040-10-02 13:06:00,Remora,Vessel,2,Rodriguez,Person,2,"Rodriguez, Remora here. While we wait for Sailors team to return from city meeting, let's complete that scheduled maintenance. Did you hear they're likely selecting Nemo Reef for the shoot? We should prep accordingly.",Communication,,,Event_Communication_153
2040-10-02 13:07:00,Small Fry,Person,2,Remora,Vessel,2,"Remora, Small Fry here. I'll be at slip #14 soon to help Mako. Surprised about Nemo Reef - that's a protected area. Are we sure that's what the Glitters Team is filing for? Let's discuss when I see you after Mako.",Communication,,,Event_Communication_156
